j	k	likelihood
0.18	11650	-804467.068115105
0.18	11700	-804475.042299152
0.18	11750	-804482.992960467
0.18	11800	-804490.920246424
0.18	11850	-804498.824303016
0.18	11900	-804506.70527485
0.18	11950	-804514.563305179
0.18	12000	-804522.398535923
0.185	50	-805305.88535646
0.185	100	-803775.277316221
0.185	150	-803087.498480596
0.185	200	-802694.877765353
0.185	250	-802444.816706495
0.185	300	-802275.595885304
0.185	350	-802156.936031829
0.185	400	-802072.070132024
0.185	450	-802010.902099821
0.185	500	-801966.965972006
0.185	550	-801935.919727117
0.185	600	-801914.735951292
0.185	650	-801901.238356536
0.185	700	-801893.822393709
0.185	750	-801891.279572098
0.185	800	-801892.683006338
0.185	850	-801897.310568603
0.185	900	-801904.591930937
0.185	950	-801914.071234714
0.185	1000	-801925.380246587
0.185	1050	-801938.218711377
0.185	1100	-801952.339744239
0.185	1150	-801967.53881494
0.185	1200	-801983.645334135
0.185	1250	-802000.516152389
0.185	1300	-802018.030483569
0.185	1350	-802036.085902324
0.185	1400	-802054.59516015
0.185	1450	-802073.483631945
0.185	1500	-802092.68725263
0.185	1550	-802112.150838146
0.185	1600	-802131.826710284
0.185	1650	-802151.673563543
0.185	1700	-802171.655526115
0.185	1750	-802191.741377658
0.185	1800	-802211.903894444
0.185	1850	-802232.119298514
0.185	1900	-802252.366792449
0.185	1950	-802272.628164617
0.185	2000	-802292.887453181
0.185	2050	-802313.130658828
0.185	2100	-802333.345498452
0.185	2150	-802353.521193254
0.185	2200	-802373.648285788
0.185	2250	-802393.718481644
0.185	2300	-802413.724512041
0.185	2350	-802433.660014184
0.185	2400	-802453.519426927
0.185	2450	-802473.297899511
0.185	2500	-802492.991211545
0.185	2550	-802512.595702747
0.185	2600	-802532.108211088
0.185	2650	-802551.526018224
0.185	2700	-802570.84680128
0.185	2750	-802590.068590207
0.185	2800	-802609.189729931
0.185	2850	-802628.208846764
0.185	2900	-802647.124818507
0.185	2950	-802665.93674784
0.185	3000	-802684.643938597
0.185	3050	-802703.245874536
0.185	3100	-802721.742200419
0.185	3150	-802740.132704991
0.185	3200	-802758.417305829
0.185	3250	-802776.596035631
0.185	3300	-802794.669030011
0.185	3350	-802812.63651648
0.185	3400	-802830.498804503
0.185	3450	-802848.25627661
0.185	3500	-802865.909380346
0.185	3550	-802883.45862103
0.185	3600	-802900.904555185
0.185	3650	-802918.247784687
0.185	3700	-802935.488951388
0.185	3750	-802952.628732319
0.185	3800	-802969.667835327
0.185	3850	-802986.606995136
0.185	3900	-803003.446969814
0.185	3950	-803020.18853748
0.185	4000	-803036.832493489
0.185	4050	-803053.379647677
0.185	4100	-803069.830822085
0.185	4150	-803086.186848709
0.185	4200	-803102.448567609
0.185	4250	-803118.616825089
0.185	4300	-803134.692472153
0.185	4350	-803150.676363011
0.185	4400	-803166.569353796
0.185	4450	-803182.372301392
0.185	4500	-803198.086062364
0.185	4550	-803213.711491991
0.185	4600	-803229.249443416
0.185	4650	-803244.700766871
0.185	4700	-803260.066308977
0.185	4750	-803275.346912134
0.185	4800	-803290.543413921
0.185	4850	-803305.656646664
0.185	4900	-803320.687436939
0.185	4950	-803335.636605189
0.185	5000	-803350.504965409
0.185	5050	-803365.293324779
0.185	5100	-803380.002483485
0.185	5150	-803394.63323438
0.185	5200	-803409.186362848
0.185	5250	-803423.662646624
0.185	5300	-803438.062855637
0.185	5350	-803452.387751871
0.185	5400	-803466.638089288
0.185	5450	-803480.814613727
0.185	5500	-803494.918062841
0.185	5550	-803508.949166075
0.185	5600	-803522.908644574
0.185	5650	-803536.797211241
0.185	5700	-803550.615570647
0.185	5750	-803564.364419098
0.185	5800	-803578.044444607
0.185	5850	-803591.656326952
0.185	5900	-803605.20073767
0.185	5950	-803618.678340112
0.185	6000	-803632.089789499
0.185	6050	-803645.435732948
0.185	6100	-803658.716809538
0.185	6150	-803671.933650381
0.185	6200	-803685.086878669
0.185	6250	-803698.177109755
0.185	6300	-803711.204951221
0.185	6350	-803724.171002949
0.185	6400	-803737.075857196
0.185	6450	-803749.920098693
0.185	6500	-803762.704304694
0.185	6550	-803775.429045099
0.185	6600	-803788.094882498
0.185	6650	-803800.702372283
0.185	6700	-803813.252062727
0.185	6750	-803825.744495069
0.185	6800	-803838.180203599
0.185	6850	-803850.559715766
0.185	6900	-803862.883552236
0.185	6950	-803875.152227
0.185	7000	-803887.366247463
0.185	7050	-803899.526114524
0.185	7100	-803911.632322671
0.185	7150	-803923.685360055
0.185	7200	-803935.685708601
0.185	7250	-803947.633844072
0.185	7300	-803959.530236181
0.185	7350	-803971.375348636
0.185	7400	-803983.16963927
0.185	7450	-803994.9135601
0.185	7500	-804006.607557413
0.185	7550	-804018.252071843
0.185	7600	-804029.84753848
0.185	7650	-804041.39438692
0.185	7700	-804052.89304136
0.185	7750	-804064.343920672
0.185	7800	-804075.747438491
0.185	7850	-804087.104003267
0.185	7900	-804098.414018386
0.185	7950	-804109.677882196
0.185	8000	-804120.895988107
0.185	8050	-804132.068724676
0.185	8100	-804143.196475653
0.185	8150	-804154.279620055
0.185	8200	-804165.31853227
0.185	8250	-804176.313582077
0.185	8300	-804187.26513475
0.185	8350	-804198.173551112
0.185	8400	-804209.039187608
0.185	8450	-804219.862396357
0.185	8500	-804230.643525224
0.185	8550	-804241.382917908
0.185	8600	-804252.080913943
0.185	8650	-804262.737848826
0.185	8700	-804273.354054046
0.185	8750	-804283.929857134
0.185	8800	-804294.465581728
0.185	8850	-804304.961547667
0.185	8900	-804315.418070989
0.185	8950	-804325.835464023
0.185	9000	-804336.214035435
0.185	9050	-804346.554090297
0.185	9100	-804356.855930103
0.185	9150	-804367.119852856
0.185	9200	-804377.346153114
0.185	9250	-804387.535122026
0.185	9300	-804397.687047384
0.185	9350	-804407.802213705
0.185	9400	-804417.88090222
0.185	9450	-804427.923390968
0.185	9500	-804437.929954844
0.185	9550	-804447.900865587
0.185	9600	-804457.836391921
0.185	9650	-804467.736799511
0.185	9700	-804477.602351046
0.185	9750	-804487.433306287
0.185	9800	-804497.22992209
0.185	9850	-804506.992452464
0.185	9900	-804516.721148599
0.185	9950	-804526.416258914
0.185	10000	-804536.078029102
0.185	10050	-804545.706702142
0.185	10100	-804555.302518383
0.185	10150	-804564.86571553
0.185	10200	-804574.396528719
0.185	10250	-804583.895190535
0.185	10300	-804593.361931069
0.185	10350	-804602.796977908
0.185	10400	-804612.200556225
0.185	10450	-804621.572888768
0.185	10500	-804630.914195924
0.185	10550	-804640.224695731
0.185	10600	-804649.504603931
0.185	10650	-804658.754133981
0.185	10700	-804667.973497093
0.185	10750	-804677.162902263
0.185	10800	-804686.322556314
0.185	10850	-804695.452663911
0.185	10900	-804704.553427585
0.185	10950	-804713.625047784
0.185	11000	-804722.667722884
0.185	11050	-804731.681649212
0.185	11100	-804740.667021099
0.185	11150	-804749.624030885
0.185	11200	-804758.552868944
0.185	11250	-804767.453723729
0.185	11300	-804776.326781777
0.185	11350	-804785.172227761
0.185	11400	-804793.990244464
0.185	11450	-804802.781012873
0.185	11500	-804811.544712154
0.185	11550	-804820.281519671
0.185	11600	-804828.991611063
0.185	11650	-804837.675160198
0.185	11700	-804846.332339254
0.185	11750	-804854.963318696
0.185	11800	-804863.568267331
0.185	11850	-804872.147352321
0.185	11900	-804880.700739179
0.185	11950	-804889.228591835
0.185	12000	-804897.731072617
0.19	50	-805121.93199227
0.19	100	-803619.281814367
0.19	150	-802956.196958264
0.19	200	-802584.502763456
0.19	250	-802352.489599427
0.19	300	-802199.129737893
0.19	350	-802094.627826342
0.19	400	-802022.559291529
0.19	450	-801973.077094382
0.19	500	-801939.901453365
0.19	550	-801918.833006763
0.19	600	-801906.956023061
0.19	650	-801902.183284969
0.19	700	-801902.982435354
0.19	750	-801908.204324749
0.19	800	-801916.971452829
0.19	850	-801928.603242849
0.19	900	-801942.564668405
0.19	950	-801958.43012514
0.19	1000	-801975.857512096
0.19	1050	-801994.569306655
0.19	1100	-802014.338526627
0.19	1150	-802034.978169346
0.19	1200	-802056.333164603
0.19	1250	-802078.274171802
0.19	1300	-802100.692748007
0.19	1350	-802123.49754753
0.19	1400	-802146.611306357
0.19	1450	-802169.968429702
0.19	1500	-802193.513047601
0.19	1550	-802217.197436784
0.19	1600	-802240.980731495
0.19	1650	-802264.827864067
0.19	1700	-802288.708689418
0.19	1750	-802312.597257675
0.19	1800	-802336.471206998
0.19	1850	-802360.311254372
0.19	1900	-802384.10076668
0.19	1950	-802407.825398008
0.19	2000	-802431.472781752
0.19	2050	-802455.032268264
0.19	2100	-802478.494700677
0.19	2150	-802501.852222567
0.19	2200	-802525.098112587
0.19	2250	-802548.226641794
0.19	2300	-802571.232950268
0.19	2350	-802594.112940119
0.19	2400	-802616.863182488
0.19	2450	-802639.480836556
0.19	2500	-802661.963578822
0.19	2550	-802684.309541238
0.19	2600	-802706.517256971
0.19	2650	-802728.585612829
0.19	2700	-802750.513807363
0.19	2750	-802772.301313993
0.19	2800	-802793.947848454
0.19	2850	-802815.453340077
0.19	2900	-802836.817906284
0.19	2950	-802858.041830139
0.19	3000	-802879.125540313
0.19	3050	-802900.06959336
0.19	3100	-802920.874657956
0.19	3150	-802941.541500891
0.19	3200	-802962.070974583
0.19	3250	-802982.46400595
0.19	3300	-803002.721586514
0.19	3350	-803022.84476358
0.19	3400	-803042.834632327
0.19	3450	-803062.692328773
0.19	3500	-803082.419023498
0.19	3550	-803102.015916051
0.19	3600	-803121.484229888
0.19	3650	-803140.825207955
0.19	3700	-803160.04010863
0.19	3750	-803179.130202214
0.19	3800	-803198.096767693
0.19	3850	-803216.941089922
0.19	3900	-803235.664457106
0.19	3950	-803254.268158504
0.19	4000	-803272.753482451
0.19	4050	-803291.121714565
0.19	4100	-803309.374136171
0.19	4150	-803327.512022874
0.19	4200	-803345.536643358
0.19	4250	-803363.449258256
0.19	4300	-803381.251119193
0.19	4350	-803398.943467971
0.19	4400	-803416.527535787
0.19	4450	-803434.004542646
0.19	4500	-803451.375696743
0.19	4550	-803468.642194047
0.19	4600	-803485.805217865
0.19	4650	-803502.865938495
0.19	4700	-803519.825512962
0.19	4750	-803536.685084763
0.19	4800	-803553.445783711
0.19	4850	-803570.108725734
0.19	4900	-803586.675012834
0.19	4950	-803603.145732953
0.19	5000	-803619.521959968
0.19	5050	-803635.804753661
0.19	5100	-803651.995159713
0.19	5150	-803668.094209744
0.19	5200	-803684.102921362
0.19	5250	-803700.022298216
0.19	5300	-803715.853330092
0.19	5350	-803731.596992991
0.19	5400	-803747.254249241
0.19	5450	-803762.826047611
0.19	5500	-803778.313323434
0.19	5550	-803793.716998745
0.19	5600	-803809.037982408
0.19	5650	-803824.277170283
0.19	5700	-803839.435445359
0.19	5750	-803854.513677912
0.19	5800	-803869.51272568
0.19	5850	-803884.433433998
0.19	5900	-803899.276635984
0.19	5950	-803914.043152705
0.19	6000	-803928.733793325
0.19	6050	-803943.349355304
0.19	6100	-803957.890624538
0.19	6150	-803972.358375546
0.19	6200	-803986.753371643
0.19	6250	-804001.0763651
0.19	6300	-804015.32809732
0.19	6350	-804029.50929899
0.19	6400	-804043.620690275
0.19	6450	-804057.662980964
0.19	6500	-804071.636870651
0.19	6550	-804085.543048879
0.19	6600	-804099.38219531
0.19	6650	-804113.1549799
0.19	6700	-804126.862063029
0.19	6750	-804140.504095691
0.19	6800	-804154.081719617
0.19	6850	-804167.595567455
0.19	6900	-804181.046262899
0.19	6950	-804194.434420851
0.19	7000	-804207.760647555
0.19	7050	-804221.025540765
0.19	7100	-804234.229689856
0.19	7150	-804247.373675999
0.19	7200	-804260.45807226
0.19	7250	-804273.483443772
0.19	7300	-804286.45034784
0.19	7350	-804299.359334101
0.19	7400	-804312.210944625
0.19	7450	-804325.005714053
0.19	7500	-804337.744169735
0.19	7550	-804350.426831831
0.19	7600	-804363.054213443
0.19	7650	-804375.626820745
0.19	7700	-804388.145153073
0.19	7750	-804400.609703055
0.19	7800	-804413.020956726
0.19	7850	-804425.379393645
0.19	7900	-804437.685486965
0.19	7950	-804449.939703593
0.19	8000	-804462.142504261
0.19	8050	-804474.294343635
0.19	8100	-804486.395670412
0.19	8150	-804498.446927444
0.19	8200	-804510.448551785
0.19	8250	-804522.400974843
0.19	8300	-804534.304622432
0.19	8350	-804546.15991489
0.19	8400	-804557.967267153
0.19	8450	-804569.727088839
0.19	8500	-804581.439784359
0.19	8550	-804593.105752983
0.19	8600	-804604.725388922
0.19	8650	-804616.29908142
0.19	8700	-804627.827214837
0.19	8750	-804639.310168716
0.19	8800	-804650.748317864
0.19	8850	-804662.142032427
0.19	8900	-804673.491677979
0.19	8950	-804684.79761558
0.19	9000	-804696.060201844
0.19	9050	-804707.279789024
0.19	9100	-804718.456725079
0.19	9150	-804729.591353737
0.19	9200	-804740.684014548
0.19	9250	-804751.735042984
0.19	9300	-804762.744770472
0.19	9350	-804773.713524468
0.19	9400	-804784.641628528
0.19	9450	-804795.529402341
0.19	9500	-804806.377161833
0.19	9550	-804817.185219186
0.19	9600	-804827.953882906
0.19	9650	-804838.683457888
0.19	9700	-804849.374245474
0.19	9750	-804860.026543492
0.19	9800	-804870.640646308
0.19	9850	-804881.216844904
0.19	9900	-804891.755426904
0.19	9950	-804902.256676634
0.19	10000	-804912.720875183
0.19	10050	-804923.148300414
0.19	10100	-804933.539227061
0.19	10150	-804943.893926749
0.19	10200	-804954.212668034
0.19	10250	-804964.495716458
0.19	10300	-804974.743334606
0.19	10350	-804984.955782135
0.19	10400	-804995.133315803
0.19	10450	-805005.276189551
0.19	10500	-805015.384654493
0.19	10550	-805025.458959011
0.19	10600	-805035.499348755
0.19	10650	-805045.506066692
0.19	10700	-805055.479353156
0.19	10750	-805065.419445877
0.19	10800	-805075.326580018
0.19	10850	-805085.20098821
0.19	10900	-805095.042900598
0.19	10950	-805104.852544858
0.19	11000	-805114.630146254
0.19	11050	-805124.375927653
0.19	11100	-805134.090109573
0.19	11150	-805143.772910201
0.19	11200	-805153.424545444
0.19	11250	-805163.045228939
0.19	11300	-805172.635172107
0.19	11350	-805182.194584168
0.19	11400	-805191.723672176
0.19	11450	-805201.222641048
0.19	11500	-805210.691693597
0.19	11550	-805220.131030549
0.19	11600	-805229.540850591
0.19	11650	-805238.921350382
0.19	11700	-805248.272724585
0.19	11750	-805257.595165901
0.19	11800	-805266.888865083
0.19	11850	-805276.154010971
0.19	11900	-805285.390790512
0.19	11950	-805294.599388799
0.19	12000	-805303.779989066
0.195	50	-804947.108622996
0.195	100	-803475.486180187
0.195	150	-802838.950582518
0.195	200	-802489.501344429
0.195	250	-802276.551522946
0.195	300	-802139.873859346
0.195	350	-802050.216356706
0.195	400	-801991.532879106
0.195	450	-801954.248860741
0.195	500	-801932.286782908
0.195	550	-801921.601447466
0.195	600	-801919.397309769
0.195	650	-801923.68268178
0.195	700	-801933.00241413
0.195	750	-801946.270668503
0.195	800	-801962.662523148
0.195	850	-801981.541557974
0.195	900	-802002.41020044
0.195	950	-802024.874897731
0.195	1000	-802048.621196937
0.195	1050	-802073.395597183
0.195	1100	-802098.992124201
0.195	1150	-802125.242257228
0.195	1200	-802152.007274525
0.195	1250	-802179.172369392
0.195	1300	-802206.642079331
0.195	1350	-802234.336701308
0.195	1400	-802262.189455362
0.195	1450	-802290.144222343
0.195	1500	-802318.153725873
0.195	1550	-802346.178061371
0.195	1600	-802374.183498116
0.195	1650	-802402.141498007
0.195	1700	-802430.027907226
0.195	1750	-802457.822287065
0.195	1800	-802485.50735711
0.195	1850	-802513.068529998
0.195	1900	-802540.493520968
0.195	1950	-802567.772018858
0.195	2000	-802594.895407969
0.195	2050	-802621.85653197
0.195	2100	-802648.649492998
0.195	2150	-802675.269480015
0.195	2200	-802701.712621887
0.195	2250	-802727.975861204
0.195	2300	-802754.05684564
0.195	2350	-802779.953834287
0.195	2400	-802805.665616556
0.195	2450	-802831.191441981
0.195	2500	-802856.530959223
0.195	2550	-802881.684163054
0.195	2600	-802906.651348148
0.195	2650	-802931.433068747
0.195	2700	-802956.030103448
0.195	2750	-802980.443424386
0.195	2800	-803004.67417021
0.195	2850	-803028.723622432
0.195	2900	-803052.59318462
0.195	2950	-803076.284364168
0.195	3000	-803099.798756243
0.195	3050	-803123.13802965
0.195	3100	-803146.303914451
0.195	3150	-803169.298191008
0.195	3200	-803192.122680352
0.195	3250	-803214.779235744
0.195	3300	-803237.269735203
0.195	3350	-803259.596074928
0.195	3400	-803281.760163552
0.195	3450	-803303.763917065
0.195	3500	-803325.609254355
0.195	3550	-803347.298093304
0.195	3600	-803368.832347379
0.195	3650	-803390.213922628
0.195	3700	-803411.444715083
0.195	3750	-803432.526608496
0.195	3800	-803453.461472352
0.195	3850	-803474.251160202
0.195	3900	-803494.897508166
0.195	3950	-803515.402333718
0.195	4000	-803535.767434592
0.195	4050	-803555.994587913
0.195	4100	-803576.085549431
0.195	4150	-803596.042052931
0.195	4200	-803615.865809695
0.195	4250	-803635.558508163
0.195	4300	-803655.121813579
0.195	4350	-803674.557367812
0.195	4400	-803693.866789192
0.195	4450	-803713.051672416
0.195	4500	-803732.113588558
0.195	4550	-803751.054085065
0.195	4600	-803769.874685836
0.195	4650	-803788.576891308
0.195	4700	-803807.162178652
0.195	4750	-803825.632001881
0.195	4800	-803843.987792096
0.195	4850	-803862.230957657
0.195	4900	-803880.36288448
0.195	4950	-803898.384936247
0.195	5000	-803916.298454692
0.195	5050	-803934.10475988
0.195	5100	-803951.805150509
0.195	5150	-803969.400904192
0.195	5200	-803986.893277777
0.195	5250	-804004.283507644
0.195	5300	-804021.572810037
0.195	5350	-804038.762381381
0.195	5400	-804055.853398579
0.195	5450	-804072.847019369
0.195	5500	-804089.744382616
0.195	5550	-804106.546608643
0.195	5600	-804123.254799561
0.195	5650	-804139.870039565
0.195	5700	-804156.393395268
0.195	5750	-804172.825916013
0.195	5800	-804189.168634169
0.195	5850	-804205.422565457
0.195	5900	-804221.58870924
0.195	5950	-804237.668048831
0.195	6000	-804253.661551794
0.195	6050	-804269.570170215
0.195	6100	-804285.394841006
0.195	6150	-804301.136486204
0.195	6200	-804316.796013196
0.195	6250	-804332.374315066
0.195	6300	-804347.872270815
0.195	6350	-804363.290745634
0.195	6400	-804378.630591172
0.195	6450	-804393.892645792
0.195	6500	-804409.077734832
0.195	6550	-804424.186670831
0.195	6600	-804439.220253774
0.195	6650	-804454.179271346
0.195	6700	-804469.064499154
0.195	6750	-804483.876700968
0.195	6800	-804498.616628909
0.195	6850	-804513.285023717
0.195	6900	-804527.882614938
0.195	6950	-804542.410121121
0.195	7000	-804556.868250074
0.195	7050	-804571.257699017
0.195	7100	-804585.579154799
0.195	7150	-804599.833294101
0.195	7200	-804614.020783618
0.195	7250	-804628.142280231
0.195	7300	-804642.198431226
0.195	7350	-804656.189874431
0.195	7400	-804670.117238419
0.195	7450	-804683.981142675
0.195	7500	-804697.782197752
0.195	7550	-804711.521005446
0.195	7600	-804725.198158953
0.195	7650	-804738.81424303
0.195	7700	-804752.369834134
0.195	7750	-804765.865500605
0.195	7800	-804779.301802782
0.195	7850	-804792.679293155
0.195	7900	-804805.998516521
0.195	7950	-804819.260010109
0.195	8000	-804832.464303718
0.195	8050	-804845.611919848
0.195	8100	-804858.70337384
0.195	8150	-804871.739173998
0.195	8200	-804884.719821697
0.195	8250	-804897.645811543
0.195	8300	-804910.517631455
0.195	8350	-804923.335762798
0.195	8400	-804936.100680505
0.195	8450	-804948.812853165
0.195	8500	-804961.472743165
0.195	8550	-804974.080806782
0.195	8600	-804986.637494274
0.195	8650	-804999.143250016
0.195	8700	-805011.598512556
0.195	8750	-805024.003714765
0.195	8800	-805036.359283902
0.195	8850	-805048.665641716
0.195	8900	-805060.923204537
0.195	8950	-805073.132383369
0.195	9000	-805085.293583995
0.195	9050	-805097.407207033
0.195	9100	-805109.473648043
0.195	9150	-805121.49329761
0.195	9200	-805133.46654142
0.195	9250	-805145.39376035
0.195	9300	-805157.275330541
0.195	9350	-805169.111623468
0.195	9400	-805180.903006029
0.195	9450	-805192.649840614
0.195	9500	-805204.352485179
0.195	9550	-805216.011293316
0.195	9600	-805227.626614322
0.195	9650	-805239.198793275
0.195	9700	-805250.728171095
0.195	9750	-805262.215084612
0.195	9800	-805273.659866627
0.195	9850	-805285.062845979
0.195	9900	-805296.42434762
0.195	9950	-805307.744692646
0.195	10000	-805319.024198388
0.195	10050	-805330.263178452
0.195	10100	-805341.461942779
0.195	10150	-805352.620797715
0.195	10200	-805363.740046049
0.195	10250	-805374.819987086
0.195	10300	-805385.860916671
0.195	10350	-805396.863127279
0.195	10400	-805407.826908034
0.195	10450	-805418.752544783
0.195	10500	-805429.640320131
0.195	10550	-805440.490513501
0.195	10600	-805451.303401166
0.195	10650	-805462.079256313
0.195	10700	-805472.818349076
0.195	10750	-805483.520946588
0.195	10800	-805494.18731303
0.195	10850	-805504.817709667
0.195	10900	-805515.412394879
0.195	10950	-805525.971624234
0.195	11000	-805536.495650505
0.195	11050	-805546.984723717
0.195	11100	-805557.439091187
0.195	11150	-805567.858997562
0.195	11200	-805578.24468486
0.195	11250	-805588.596392497
0.195	11300	-805598.914357355
0.195	11350	-805609.198813784
0.195	11400	-805619.449993637
0.195	11450	-805629.668126342
0.195	11500	-805639.853438894
0.195	11550	-805650.006155921
0.195	11600	-805660.1264997
0.195	11650	-805670.214690178
0.195	11700	-805680.270945051
0.195	11750	-805690.295479747
0.195	11800	-805700.288507471
0.195	11850	-805710.250239238
0.195	11900	-805720.180883914
0.195	11950	-805730.080648239
0.195	12000	-805739.949736836
0.2	50	-804781.34317343
0.2	100	-803343.78214791
0.2	150	-802735.625812035
0.2	200	-802409.720201788
0.2	250	-802216.83278919
0.2	300	-802097.644492302
0.2	350	-802023.505486923
0.2	400	-801978.783676918
0.2	450	-801954.200129234
0.2	500	-801943.895479523
0.2	550	-801943.990057034
0.2	600	-801951.816902041
0.2	650	-801965.486231137
0.2	700	-801983.625052363
0.2	750	-802005.214754771
0.2	800	-802029.486144649
0.2	850	-802055.849527347
0.2	900	-802083.846905422
0.2	950	-802113.11854858
0.2	1000	-802143.37914483
0.2	1050	-802174.400484635
0.2	1100	-802205.998689737
0.2	1150	-802238.024660549
0.2	1200	-802270.356839884
0.2	1250	-802302.895668116
0.2	1300	-802335.559289951
0.2	1350	-802368.280198449
0.2	1400	-802401.002588865
0.2	1450	-802433.680255233
0.2	1500	-802466.274906276
0.2	1550	-802498.754807634
0.2	1600	-802531.09368043
0.2	1650	-802563.26980248
0.2	1700	-802595.265270982
0.2	1750	-802627.065394531
0.2	1800	-802658.658189524
0.2	1850	-802690.033961176
0.2	1900	-802721.184953515
0.2	1950	-802752.105055917
0.2	2000	-802782.789556166
0.2	2050	-802813.234932036
0.2	2100	-802843.438674766
0.2	2150	-802873.399139189
0.2	2200	-802903.115416155
0.2	2250	-802932.587223651
0.2	2300	-802961.814813649
0.2	2350	-802990.798892331
0.2	2400	-803019.540551517
0.2	2450	-803048.04120977
0.2	2500	-803076.30256157
0.2	2550	-803104.326533579
0.2	2600	-803132.115246756
0.2	2650	-803159.670983709
0.2	2700	-803186.996160408
0.2	2750	-803214.093301679
0.2	2800	-803240.965019993
0.2	2850	-803267.61399712
0.2	2900	-803294.042968171
0.2	2950	-803320.254707852
0.2	3000	-803346.252018455
0.2	3050	-803372.037719614
0.2	3100	-803397.614639306
0.2	3150	-803422.985606154
0.2	3200	-803448.153442801
0.2	3250	-803473.120960177
0.2	3300	-803497.890952605
0.2	3350	-803522.466193607
0.2	3400	-803546.849432331
0.2	3450	-803571.04339055
0.2	3500	-803595.050760069
0.2	3550	-803618.874200665
0.2	3600	-803642.516338261
0.2	3650	-803665.979763521
0.2	3700	-803689.26703067
0.2	3750	-803712.380656615
0.2	3800	-803735.323120202
0.2	3850	-803758.096861721
0.2	3900	-803780.704282574
0.2	3950	-803803.147745049
0.2	4000	-803825.429572267
0.2	4050	-803847.552048166
0.2	4100	-803869.517417681
0.2	4150	-803891.327886908
0.2	4200	-803912.985623388
0.2	4250	-803934.492756458
0.2	4300	-803955.851377608
0.2	4350	-803977.063540943
0.2	4400	-803998.131263612
0.2	4450	-804019.056526356
0.2	4500	-804039.841273973
0.2	4550	-804060.487415908
0.2	4600	-804080.99682679
0.2	4650	-804101.371347009
0.2	4700	-804121.612783321
0.2	4750	-804141.722909411
0.2	4800	-804161.703466488
0.2	4850	-804181.556163904
0.2	4900	-804201.282679747
0.2	4950	-804220.884661433
0.2	5000	-804240.363726301
0.2	5050	-804259.721462194
0.2	5100	-804278.959428085
0.2	5150	-804298.079154608
0.2	5200	-804317.08214467
0.2	5250	-804335.969873992
0.2	5300	-804354.743791702
0.2	5350	-804373.405320835
0.2	5400	-804391.955858932
0.2	5450	-804410.396778542
0.2	5500	-804428.729427748
0.2	5550	-804446.95513069
0.2	5600	-804465.075188071
0.2	5650	-804483.090877646
0.2	5700	-804501.003454717
0.2	5750	-804518.814152602
0.2	5800	-804536.524183104
0.2	5850	-804554.134736981
0.2	5900	-804571.646984375
0.2	5950	-804589.062075252
0.2	6000	-804606.381139847
0.2	6050	-804623.605289071
0.2	6100	-804640.735614914
0.2	6150	-804657.773190868
0.2	6200	-804674.71907229
0.2	6250	-804691.574296812
0.2	6300	-804708.339884692
0.2	6350	-804725.0168392
0.2	6400	-804741.606146959
0.2	6450	-804758.108778306
0.2	6500	-804774.525687623
0.2	6550	-804790.857813665
0.2	6600	-804807.106079918
0.2	6650	-804823.271394862
0.2	6700	-804839.354652329
0.2	6750	-804855.356731785
0.2	6800	-804871.278498627
0.2	6850	-804887.120804466
0.2	6900	-804902.884487425
0.2	6950	-804918.570372392
0.2	7000	-804934.179271315
0.2	7050	-804949.711983445
0.2	7100	-804965.169295592
0.2	7150	-804980.551982382
0.2	7200	-804995.860806504
0.2	7250	-805011.096518942
0.2	7300	-805026.2598592
0.2	7350	-805041.351555557
0.2	7400	-805056.37232526
0.2	7450	-805071.322874757
0.2	7500	-805086.203899894
0.2	7550	-805101.016086144
0.2	7600	-805115.760108794
0.2	7650	-805130.436633143
0.2	7700	-805145.046314701
0.2	7750	-805159.589799369
0.2	7800	-805174.067723627
0.2	7850	-805188.480714724
0.2	7900	-805202.829390838
0.2	7950	-805217.114361249
0.2	8000	-805231.336226529
0.2	8050	-805245.495578672
0.2	8100	-805259.593001279
0.2	8150	-805273.6290697
0.2	8200	-805287.60435121
0.2	8250	-805301.519405129
0.2	8300	-805315.374782988
0.2	8350	-805329.171028661
0.2	8400	-805342.908678515
0.2	8450	-805356.588261543
0.2	8500	-805370.210299494
0.2	8550	-805383.775307006
0.2	8600	-805397.28379174
0.2	8650	-805410.736254494
0.2	8700	-805424.133189328
0.2	8750	-805437.475083699
0.2	8800	-805450.762418556
0.2	8850	-805463.995668468
0.2	8900	-805477.175301731
0.2	8950	-805490.301780485
0.2	9000	-805503.375560805
0.2	9050	-805516.397092829
0.2	9100	-805529.366820838
0.2	9150	-805542.285183383
0.2	9200	-805555.152613351
0.2	9250	-805567.969538085
0.2	9300	-805580.736379483
0.2	9350	-805593.453554049
0.2	9400	-805606.121473051
0.2	9450	-805618.740542554
0.2	9500	-805631.31116352
0.2	9550	-805643.833731915
0.2	9600	-805656.308638762
0.2	9650	-805668.736270246
0.2	9700	-805681.117007776
0.2	9750	-805693.451228079
0.2	9800	-805705.739303261
0.2	9850	-805717.981600904
0.2	9900	-805730.178484117
0.2	9950	-805742.330311607
0.2	10000	-805754.437437792
0.2	10050	-805766.500212807
0.2	10100	-805778.518982619
0.2	10150	-805790.494089069
0.2	10200	-805802.425869961
0.2	10250	-805814.3146591
0.2	10300	-805826.160786367
0.2	10350	-805837.96457778
0.2	10400	-805849.726355569
0.2	10450	-805861.446438188
