j	k	likelihood
0.2	10500	-805873.125140447
0.2	10550	-805884.76277349
0.2	10600	-805896.359644911
0.2	10650	-805907.916058774
0.2	10700	-805919.432315687
0.2	10750	-805930.908712845
0.2	10800	-805942.345544081
0.2	10850	-805953.74309992
0.2	10900	-805965.101667623
0.2	10950	-805976.421531251
0.2	11000	-805987.702971691
0.2	11050	-805998.946266727
0.2	11100	-806010.151691062
0.2	11150	-806021.319516386
0.2	11200	-806032.450011399
0.2	11250	-806043.543441869
0.2	11300	-806054.600070678
0.2	11350	-806065.620157858
0.2	11400	-806076.603960616
0.2	11450	-806087.551733403
0.2	11500	-806098.46372794
0.2	11550	-806109.340193267
0.2	11600	-806120.181375748
0.2	11650	-806130.987519164
0.2	11700	-806141.758864697
0.2	11750	-806152.495651003
0.2	11800	-806163.198114225
0.2	11850	-806173.866488045
0.2	11900	-806184.501003707
0.2	11950	-806195.101890052
0.2	12000	-806205.669373564
0.205	50	-804624.564778411
0.205	100	-803224.063303547
0.205	150	-802646.091512125
0.205	200	-802345.008930172
0.205	250	-802173.167060316
0.205	300	-802072.261642165
0.205	350	-802014.303226948
0.205	400	-801984.108971481
0.205	450	-801972.718471786
0.205	500	-801974.506222534
0.205	550	-801985.76930648
0.205	600	-802003.977642132
0.205	650	-802027.349644598
0.205	700	-802054.599363993
0.205	750	-802084.779280434
0.205	800	-802117.1790345
0.205	850	-802151.258189791
0.205	900	-802186.600414912
0.205	950	-802222.881547223
0.205	1000	-802259.846886438
0.205	1050	-802297.294764707
0.205	1100	-802335.064471217
0.205	1150	-802373.027252143
0.205	1200	-802411.079517932
0.205	1250	-802449.137657765
0.205	1300	-802487.134039991
0.205	1350	-802525.013898117
0.205	1400	-802562.732885359
0.205	1450	-802600.255139116
0.205	1500	-802637.551737879
0.205	1550	-802674.599462923
0.205	1600	-802711.379798327
0.205	1650	-802747.878119088
0.205	1700	-802784.083028357
0.205	1750	-802819.985813876
0.205	1800	-802855.580000205
0.205	1850	-802890.860978321
0.205	1900	-802925.825698054
0.205	1950	-802960.472411869
0.205	2000	-802994.800460693
0.205	2050	-803028.810094359
0.205	2100	-803062.502320737
0.205	2150	-803095.878778606
0.205	2200	-803128.941630308
0.205	2250	-803161.693470938
0.205	2300	-803194.137251461
0.205	2350	-803226.276213381
0.205	2400	-803258.113833329
0.205	2450	-803289.653775855
0.205	2500	-803320.899853374
0.205	2550	-803351.855991949
0.205	2600	-803382.526202268
0.205	2650	-803412.914554889
0.205	2700	-803443.025159168
0.205	2750	-803472.862145417
0.205	2800	-803502.429649715
0.205	2850	-803531.73180104
0.205	2900	-803560.772710433
0.205	2950	-803589.556461851
0.205	3000	-803618.087104505
0.205	3050	-803646.368646442
0.205	3100	-803674.405049262
0.205	3150	-803702.200223743
0.205	3200	-803729.758026302
0.205	3250	-803757.082256142
0.205	3300	-803784.176653
0.205	3350	-803811.044895429
0.205	3400	-803837.690599503
0.205	3450	-803864.117317939
0.205	3500	-803890.328539525
0.205	3550	-803916.327688823
0.205	3600	-803942.118126164
0.205	3650	-803967.70314776
0.205	3700	-803993.085986104
0.205	3750	-804018.269810407
0.205	3800	-804043.257727261
0.205	3850	-804068.052781319
0.205	3900	-804092.657956134
0.205	3950	-804117.076175019
0.205	4000	-804141.310302004
0.205	4050	-804165.363142801
0.205	4100	-804189.237445864
0.205	4150	-804212.935903393
0.205	4200	-804236.461152453
0.205	4250	-804259.815776036
0.205	4300	-804283.002304171
0.205	4350	-804306.023215016
0.205	4400	-804328.880935963
0.205	4450	-804351.577844745
0.205	4500	-804374.116270514
0.205	4550	-804396.498494925
0.205	4600	-804418.726753211
0.205	4650	-804440.803235231
0.205	4700	-804462.73008652
0.205	4750	-804484.50940931
0.205	4800	-804506.143263538
0.205	4850	-804527.63366783
0.205	4900	-804548.982600487
0.205	4950	-804570.192000426
0.205	5000	-804591.263768099
0.205	5050	-804612.199766444
0.205	5100	-804633.00182173
0.205	5150	-804653.671724468
0.205	5200	-804674.211230229
0.205	5250	-804694.622060504
0.205	5300	-804714.905903506
0.205	5350	-804735.064414952
0.205	5400	-804755.099218854
0.205	5450	-804775.011908256
0.205	5500	-804794.804045992
0.205	5550	-804814.477165357
0.205	5600	-804834.032770865
0.205	5650	-804853.472338884
0.205	5700	-804872.797318313
0.205	5750	-804892.00913123
0.205	5800	-804911.109173518
0.205	5850	-804930.09881548
0.205	5900	-804948.979402425
0.205	5950	-804967.752255252
0.205	6000	-804986.418671043
0.205	6050	-805004.979923559
0.205	6100	-805023.437263822
0.205	6150	-805041.79192062
0.205	6200	-805060.045101012
0.205	6250	-805078.197990821
0.205	6300	-805096.251755127
0.205	6350	-805114.207538733
0.205	6400	-805132.066466603
0.205	6450	-805149.829644339
0.205	6500	-805167.498158573
0.205	6550	-805185.073077431
0.205	6600	-805202.555450912
0.205	6650	-805219.946311292
0.205	6700	-805237.246673531
0.205	6750	-805254.457535649
0.205	6800	-805271.579879055
0.205	6850	-805288.614668968
0.205	6900	-805305.562854719
0.205	6950	-805322.425370119
0.205	7000	-805339.203133786
0.205	7050	-805355.897049448
0.205	7100	-805372.508006296
0.205	7150	-805389.03687926
0.205	7200	-805405.48452932
0.205	7250	-805421.851803811
0.205	7300	-805438.139536676
0.205	7350	-805454.348548785
0.205	7400	-805470.479648153
0.205	7450	-805486.533630274
0.205	7500	-805502.511278298
0.205	7550	-805518.413363352
0.205	7600	-805534.240644731
0.205	7650	-805549.993870185
0.205	7700	-805565.673776118
0.205	7750	-805581.281087806
0.205	7800	-805596.816519665
0.205	7850	-805612.28077542
0.205	7900	-805627.674548344
0.205	7950	-805642.998521453
0.205	8000	-805658.253367702
0.205	8050	-805673.439750191
0.205	8100	-805688.558322358
0.205	8150	-805703.609728154
0.205	8200	-805718.594602232
0.205	8250	-805733.513570136
0.205	8300	-805748.367248439
0.205	8350	-805763.15624497
0.205	8400	-805777.881158923
0.205	8450	-805792.542581048
0.205	8500	-805807.141093818
0.205	8550	-805821.677271555
0.205	8600	-805836.151680596
0.205	8650	-805850.56487946
0.205	8700	-805864.917418956
0.205	8750	-805879.209842334
0.205	8800	-805893.442685456
0.205	8850	-805907.616476894
0.205	8900	-805921.731738054
0.205	8950	-805935.788983351
0.205	9000	-805949.788720277
0.205	9050	-805963.731449595
0.205	9100	-805977.617665375
0.205	9150	-805991.447855183
0.205	9200	-806005.222500162
0.205	9250	-806018.942075141
0.205	9300	-806032.607048772
0.205	9350	-806046.217883607
0.205	9400	-806059.775036222
0.205	9450	-806073.278957315
0.205	9500	-806086.730091814
0.205	9550	-806100.128878959
0.205	9600	-806113.475752415
0.205	9650	-806126.771140356
0.205	9700	-806140.015465578
0.205	9750	-806153.209145546
0.205	9800	-806166.352592541
0.205	9850	-806179.4462137
0.205	9900	-806192.49041112
0.205	9950	-806205.485581946
0.205	10000	-806218.432118437
0.205	10050	-806231.330408082
0.205	10100	-806244.180833603
0.205	10150	-806256.983773132
0.205	10200	-806269.739600204
0.205	10250	-806282.448683874
0.205	10300	-806295.111388774
0.205	10350	-806307.728075198
0.205	10400	-806320.299099132
0.205	10450	-806332.824812384
0.205	10500	-806345.305562599
0.205	10550	-806357.741693351
0.205	10600	-806370.133544186
0.205	10650	-806382.48145071
0.205	10700	-806394.785744637
0.205	10750	-806407.046753846
0.205	10800	-806419.26480245
0.205	10850	-806431.440210845
0.205	10900	-806443.573295771
0.205	10950	-806455.66437038
0.205	11000	-806467.713744253
0.205	11050	-806479.721723504
0.205	11100	-806491.688610799
0.205	11150	-806503.614705419
0.205	11200	-806515.500303307
0.205	11250	-806527.345697125
0.205	11300	-806539.151176287
0.205	11350	-806550.91702703
0.205	11400	-806562.643532441
0.205	11450	-806574.330972518
0.205	11500	-806585.979624203
0.205	11550	-806597.589761433
0.205	11600	-806609.161655181
0.205	11650	-806620.695573513
0.205	11700	-806632.191781608
0.205	11750	-806643.6505418
0.205	11800	-806655.072113655
0.205	11850	-806666.456753956
0.205	11900	-806677.80471679
0.205	11950	-806689.116253557
0.205	12000	-806700.391613028
0.21	50	-804476.703732153
0.21	100	-803116.225015946
0.21	150	-802570.218869199
0.21	200	-802295.219924426
0.21	250	-802145.391233218
0.21	300	-802063.54894841
0.21	350	-802022.421591303
0.21	400	-802007.310400231
0.21	450	-802009.596136912
0.21	500	-802023.902675744
0.21	550	-802046.714943519
0.21	600	-802075.647927421
0.21	650	-802109.034454788
0.21	700	-802145.680438881
0.21	750	-802184.713263049
0.21	800	-802225.484466108
0.21	850	-802267.505367519
0.21	900	-802310.403363244
0.21	950	-802353.891578248
0.21	1000	-802397.747373086
0.21	1050	-802441.796853276
0.21	1100	-802485.903530511
0.21	1150	-802529.95990707
0.21	1200	-802573.881151487
0.21	1250	-802617.600292264
0.21	1300	-802661.064527895
0.21	1350	-802704.232367651
0.21	1400	-802747.071397523
0.21	1450	-802789.556521078
0.21	1500	-802831.668564735
0.21	1550	-802873.39316475
0.21	1600	-802914.719873868
0.21	1650	-802955.641440467
0.21	1700	-802996.153224034
0.21	1750	-803036.252719059
0.21	1800	-803075.93916572
0.21	1850	-803115.213230331
0.21	1900	-803154.076742217
0.21	1950	-803192.53247639
0.21	2000	-803230.58397363
0.21	2050	-803268.23539116
0.21	2100	-803305.491378498
0.21	2150	-803342.356974069
0.21	2200	-803378.837519003
0.21	2250	-803414.938585228
0.21	2300	-803450.6659154
0.21	2350	-803486.025372795
0.21	2400	-803521.022899483
0.21	2450	-803555.664481424
0.21	2500	-803589.956119469
0.21	2550	-803623.903805255
0.21	2600	-803657.513501203
0.21	2650	-803690.791124096
0.21	2700	-803723.742531517
0.21	2750	-803756.373510894
0.21	2800	-803788.689770533
0.21	2850	-803820.696932584
0.21	2900	-803852.400527379
0.21	2950	-803883.805989161
0.21	3000	-803914.918652832
0.21	3050	-803945.743751667
0.21	3100	-803976.286415742
0.21	3150	-804006.55167109
0.21	3200	-804036.544439315
0.21	3250	-804066.269537769
0.21	3300	-804095.731680017
0.21	3350	-804124.935476691
0.21	3400	-804153.885436565
0.21	3450	-804182.58596788
0.21	3500	-804211.041379826
0.21	3550	-804239.255884147
0.21	3600	-804267.233596931
0.21	3650	-804294.978540408
0.21	3700	-804322.494644839
0.21	3750	-804349.785750481
0.21	3800	-804376.855609565
0.21	3850	-804403.707888286
0.21	3900	-804430.346168791
0.21	3950	-804456.773951203
0.21	4000	-804482.994655611
0.21	4050	-804509.011624058
0.21	4100	-804534.828122452
0.21	4150	-804560.447342574
0.21	4200	-804585.872403898
0.21	4250	-804611.106355514
0.21	4300	-804636.152177941
0.21	4350	-804661.012784909
0.21	4400	-804685.691025153
0.21	4450	-804710.189684103
0.21	4500	-804734.511485541
0.21	4550	-804758.659093314
0.21	4600	-804782.635112821
0.21	4650	-804806.442092677
0.21	4700	-804830.082526139
0.21	4750	-804853.558852631
0.21	4800	-804876.873459156
0.21	4850	-804900.028681707
0.21	4900	-804923.026806588
0.21	4950	-804945.870071785
0.21	5000	-804968.560668186
0.21	5050	-804991.100740861
0.21	5100	-805013.492390268
0.21	5150	-805035.737673394
0.21	5200	-805057.838604952
0.21	5250	-805079.797158405
0.21	5300	-805101.615267112
0.21	5350	-805123.294825329
0.21	5400	-805144.837689228
0.21	5450	-805166.245677875
0.21	5500	-805187.520574193
0.21	5550	-805208.664125864
0.21	5600	-805229.678046245
0.21	5650	-805250.564015224
0.21	5700	-805271.323680077
0.21	5750	-805291.958656267
0.21	5800	-805312.470528267
0.21	5850	-805332.860850303
0.21	5900	-805353.131147119
0.21	5950	-805373.282914703
0.21	6000	-805393.317620986
0.21	6050	-805413.236706544
0.21	6100	-805433.041585238
0.21	6150	-805452.733644876
0.21	6200	-805472.314247836
0.21	6250	-805491.784731687
0.21	6300	-805511.146409761
0.21	6350	-805530.400571741
0.21	6400	-805549.548484218
0.21	6450	-805568.591391233
0.21	6500	-805587.53051479
0.21	6550	-805606.3670554
0.21	6600	-805625.10219255
0.21	6650	-805643.737085211
0.21	6700	-805662.272872268
0.21	6750	-805680.710673036
0.21	6800	-805699.051587646
0.21	6850	-805717.296697532
0.21	6900	-805735.447065798
0.21	6950	-805753.503737668
0.21	7000	-805771.467740873
0.21	7050	-805789.340086033
0.21	7100	-805807.12176702
0.21	7150	-805824.813761371
0.21	7200	-805842.417030576
0.21	7250	-805859.932520498
0.21	7300	-805877.361161657
0.21	7350	-805894.703869578
0.21	7400	-805911.961545125
0.21	7450	-805929.135074785
0.21	7500	-805946.225331
0.21	7550	-805963.233172436
0.21	7600	-805980.159444299
0.21	7650	-805997.00497859
0.21	7700	-806013.770594397
0.21	7750	-806030.457098154
0.21	7800	-806047.065283903
0.21	7850	-806063.595933545
0.21	7900	-806080.049817093
0.21	7950	-806096.427692892
0.21	8000	-806112.730307899
0.21	8050	-806128.958397853
0.21	8100	-806145.112687554
0.21	8150	-806161.19389103
0.21	8200	-806177.202711796
0.21	8250	-806193.139843024
0.21	8300	-806209.00596777
0.21	8350	-806224.801759152
0.21	8400	-806240.527880564
0.21	8450	-806256.184985847
0.21	8500	-806271.773719474
0.21	8550	-806287.294716745
0.21	8600	-806302.748603925
0.21	8650	-806318.135998465
0.21	8700	-806333.457509134
0.21	8750	-806348.713736182
0.21	8800	-806363.905271512
0.21	8850	-806379.032698847
0.21	8900	-806394.096593833
0.21	8950	-806409.097524247
0.21	9000	-806424.036050103
0.21	9050	-806438.912723809
0.21	9100	-806453.728090293
0.21	9150	-806468.48268716
0.21	9200	-806483.177044796
0.21	9250	-806497.811686524
0.21	9300	-806512.387128711
0.21	9350	-806526.903880901
0.21	9400	-806541.362445927
0.21	9450	-806555.763320054
0.21	9500	-806570.106993043
0.21	9550	-806584.393948333
0.21	9600	-806598.624663095
0.21	9650	-806612.799608361
0.21	9700	-806626.919249136
0.21	9750	-806640.984044491
0.21	9800	-806654.994447664
0.21	9850	-806668.950906178
0.21	9900	-806682.853861907
0.21	9950	-806696.703751197
0.21	10000	-806710.501004949
0.21	10050	-806724.246048707
0.21	10100	-806737.939302749
0.21	10150	-806751.581182182
0.21	10200	-806765.172097019
0.21	10250	-806778.712452266
0.21	10300	-806792.202648
0.21	10350	-806805.643079458
0.21	10400	-806819.034137104
0.21	10450	-806832.376206722
0.21	10500	-806845.669669467
0.21	10550	-806858.91490197
0.21	10600	-806872.112276388
0.21	10650	-806885.262160485
0.21	10700	-806898.364917683
0.21	10750	-806911.420907166
0.21	10800	-806924.430483927
0.21	10850	-806937.393998811
0.21	10900	-806950.311798623
0.21	10950	-806963.184226159
0.21	11000	-806976.011620288
0.21	11050	-806988.794315997
0.21	11100	-807001.532644453
0.21	11150	-807014.226933075
0.21	11200	-807026.877505575
0.21	11250	-807039.484682026
0.21	11300	-807052.048778903
0.21	11350	-807064.570109157
0.21	11400	-807077.048982253
0.21	11450	-807089.485704217
0.21	11500	-807101.880577707
0.21	11550	-807114.233902055
0.21	11600	-807126.545973296
0.21	11650	-807138.817084256
0.21	11700	-807151.047524562
0.21	11750	-807163.237580704
0.21	11800	-807175.387536088
0.21	11850	-807187.497671075
0.21	11900	-807199.568263005
0.21	11950	-807211.599586275
0.21	12000	-807223.591912372
0.215	50	-804337.691440323
0.215	100	-803020.164371222
0.215	150	-802507.881308985
0.215	200	-802260.208282879
0.215	250	-802133.345328938
0.215	300	-802071.333560854
0.215	350	-802047.676462967
0.215	400	-802048.193803655
0.215	450	-802064.629890831
0.215	500	-802091.873317881
0.215	550	-802126.60781281
0.215	600	-802166.60152077
0.215	650	-802210.307816417
0.215	700	-802256.629234699
0.215	750	-802304.771823936
0.215	800	-802354.15204368
0.215	850	-802404.335432417
0.215	900	-802454.995145813
0.215	950	-802505.88329176
0.215	1000	-802556.810719663
0.215	1050	-802607.632521827
0.215	1100	-802658.237471673
0.215	1150	-802708.540223891
0.215	1200	-802758.475483315
0.215	1250	-802807.993597388
0.215	1300	-802857.057191484
0.215	1350	-802905.638577318
0.215	1400	-802953.717740573
0.215	1450	-803001.280766791
0.215	1500	-803048.318602004
0.215	1550	-803094.82607103
0.215	1600	-803140.801095641
0.215	1650	-803186.244068971
0.215	1700	-803231.157352751
0.215	1750	-803275.544871717
0.215	1800	-803319.411785338
0.215	1850	-803362.764221363
0.215	1900	-803405.609059032
0.215	1950	-803447.953752375
0.215	2000	-803489.806185979
0.215	2050	-803531.174557153
0.215	2100	-803572.067279637
0.215	2150	-803612.492904956
0.215	2200	-803652.460058222
0.215	2250	-803691.977385847
0.215	2300	-803731.053513079
0.215	2350	-803769.697009622
0.215	2400	-803807.916361972
0.215	2450	-803845.719951333
0.215	2500	-803883.116036075
0.215	2550	-803920.11273811
0.215	2600	-803956.718032323
0.215	2650	-803992.939738751
0.215	2700	-804028.785516848
0.215	2750	-804064.262861642
0.215	2800	-804099.379101294
0.215	2850	-804134.141395995
0.215	2900	-804168.556737796
0.215	2950	-804202.631951318
0.215	3000	-804236.373695107
0.215	3050	-804269.788463596
0.215	3100	-804302.88258941
0.215	3150	-804335.662246148
0.215	3200	-804368.133451324
0.215	3250	-804400.302069589
0.215	3300	-804432.173816099
0.215	3350	-804463.754259975
0.215	3400	-804495.048827844
0.215	3450	-804526.062807451
0.215	3500	-804556.801351252
0.215	3550	-804587.269480036
0.215	3600	-804617.472086494
0.215	3650	-804647.413938789
0.215	3700	-804677.099684032
0.215	3750	-804706.533851773
0.215	3800	-804735.72085734
0.215	3850	-804764.665005185
0.215	3900	-804793.37049211
0.215	3950	-804821.84141044
0.215	4000	-804850.081751076
0.215	4050	-804878.095406549
0.215	4100	-804905.88617388
0.215	4150	-804933.457757471
0.215	4200	-804960.813771804
0.215	4250	-804987.957744171
0.215	4300	-805014.89311722
0.215	4350	-805041.623251494
0.215	4400	-805068.151427851
0.215	4450	-805094.480849811
0.215	4500	-805120.614645873
0.215	4550	-805146.555871696
0.215	4600	-805172.307512245
0.215	4650	-805197.872483847
0.215	4700	-805223.253636223
0.215	4750	-805248.453754381
0.215	4800	-805273.475560524
0.215	4850	-805298.321715843
0.215	4900	-805322.99482228
0.215	4950	-805347.497424196
0.215	5000	-805371.832010031
0.215	5050	-805396.001013897
0.215	5100	-805420.006817056
0.215	5150	-805443.851749478
0.215	5200	-805467.538091205
0.215	5250	-805491.068073787
0.215	5300	-805514.443881585
0.215	5350	-805537.667653082
0.215	5400	-805560.74148214
0.215	5450	-805583.667419213
0.215	5500	-805606.44747252
0.215	5550	-805629.083609165
0.215	5600	-805651.577756268
0.215	5650	-805673.931802004
0.215	5700	-805696.147596654
0.215	5750	-805718.226953562
0.215	5800	-805740.171650168
0.215	5850	-805761.983428875
0.215	5900	-805783.663998003
0.215	5950	-805805.215032637
0.215	6000	-805826.638175507
0.215	6050	-805847.935037772
0.215	6100	-805869.107199864
0.215	6150	-805890.156212219
0.215	6200	-805911.083596063
0.215	6250	-805931.890844125
0.215	6300	-805952.579421323
0.215	6350	-805973.150765488
0.215	6400	-805993.606287998
0.215	6450	-806013.947374421
0.215	6500	-806034.175385166
0.215	6550	-806054.291656062
0.215	6600	-806074.29749895
0.215	6650	-806094.194202271
0.215	6700	-806113.983031603
0.215	6750	-806133.665230202
0.215	6800	-806153.242019526
0.215	6850	-806172.714599752
0.215	6900	-806192.084150259
0.215	6950	-806211.351830105
0.215	7000	-806230.518778491
