"","V1","V2","likelihood_estimates"
"7295",0.73,1425,-6239789.2526284
"7296",0.73,1440,-6243577.53651282
"7297",0.73,1455,-6247326.28211198
"7298",0.73,1470,-6251036.27822577
"7299",0.73,1485,-6254708.29030419
"7300",0.73,1500,-6258343.06136385
"7301",0.74,15,-4812804.03245745
"7302",0.74,30,-4985882.1065486
"7303",0.74,45,-5098050.75689069
"7304",0.74,60,-5181943.63044134
"7305",0.74,75,-5249238.17638229
"7306",0.74,90,-5305542.65741675
"7307",0.74,105,-5354010.5754143
"7308",0.74,120,-5396599.61978827
"7309",0.74,135,-5434611.23792191
"7310",0.74,150,-5468955.44845284
"7311",0.74,165,-5500293.8851079
"7312",0.74,180,-5529122.81228022
"7313",0.74,195,-5555824.07622215
"7314",0.74,210,-5580697.81650023
"7315",0.74,225,-5603984.26064574
"7316",0.74,240,-5625878.70438377
"7317",0.74,255,-5646542.08497918
"7318",0.74,270,-5666108.61716257
"7319",0.74,285,-5684691.41921658
"7320",0.74,300,-5702386.73207576
"7321",0.74,315,-5719277.13337961
"7322",0.74,330,-5735434.020574
"7323",0.74,345,-5750919.5537897
"7324",0.74,360,-5765788.19359955
"7325",0.74,375,-5780087.9309542
"7326",0.74,390,-5793861.2803888
"7327",0.74,405,-5807146.08916426
"7328",0.74,420,-5819976.20183461
"7329",0.74,435,-5832382.0101878
"7330",0.74,450,-5844390.91152087
"7331",0.74,465,-5856027.69301105
"7332",0.74,480,-5867314.8560651
"7333",0.74,495,-5878272.89156478
"7334",0.74,510,-5888920.5146926
"7335",0.74,525,-5899274.86626983
"7336",0.74,540,-5909351.6861889
"7337",0.74,555,-5919165.46347754
"7338",0.74,570,-5928729.56667533
"7339",0.74,585,-5938056.35755792
"7340",0.74,600,-5947157.29070534
"7341",0.74,615,-5956043.00098198
"7342",0.74,630,-5964723.38065582
"7343",0.74,645,-5973207.64760358
"7344",0.74,660,-5981504.40580643
"7345",0.74,675,-5989621.69917439
"7346",0.74,690,-5997567.05955621
"7347",0.74,705,-6005347.54968321
"7348",0.74,720,-6012969.80167362
"7349",0.74,735,-6020440.05164138
"7350",0.74,750,-6027764.17087384
"7351",0.74,765,-6034947.6939815
"7352",0.74,780,-6041995.84436753
"7353",0.74,795,-6048913.55731684
"7354",0.74,810,-6055705.50097037
"7355",0.74,825,-6062376.0954147
"7356",0.74,840,-6068929.53008184
"7357",0.74,855,-6075369.77964518
"7358",0.74,870,-6081700.61855837
"7359",0.74,885,-6087925.63437611
"7360",0.74,900,-6094048.23998169
"7361",0.74,915,-6100071.68482188
"7362",0.74,930,-6105999.0652496
"7363",0.74,945,-6111833.33405515
"7364",0.74,960,-6117577.30926376
"7365",0.74,975,-6123233.68226613
"7366",0.74,990,-6128805.02533911
"7367",0.74,1005,-6134293.79861621
"7368",0.74,1020,-6139702.35655088
"7369",0.74,1035,-6145032.9539204
"7370",0.74,1050,-6150287.75140294
"7371",0.74,1065,-6155468.82077334
"7372",0.74,1080,-6160578.14973961
"7373",0.74,1095,-6165617.64645428
"7374",0.74,1110,-6170589.14372621
"7375",0.74,1125,-6175494.40295531
"7376",0.74,1140,-6180335.11781264
"7377",0.74,1155,-6185112.91768592
"7378",0.74,1170,-6189829.37090694
"7379",0.74,1185,-6194485.98777763
"7380",0.74,1200,-6199084.22341235
"7381",0.74,1215,-6203625.48040416
"7382",0.74,1230,-6208111.11133414
"7383",0.74,1245,-6212542.42113052
"7384",0.74,1260,-6216920.6692902
"7385",0.74,1275,-6221247.07197213
"7386",0.74,1290,-6225522.80396943
"7387",0.74,1305,-6229749.00057293
"7388",0.74,1320,-6233926.75932743
"7389",0.74,1335,-6238057.14169312
"7390",0.74,1350,-6242141.1746161
"7391",0.74,1365,-6246179.85201248
"7392",0.74,1380,-6250174.13617547
"7393",0.74,1395,-6254124.95910702
"7394",0.74,1410,-6258033.22377816
"7395",0.74,1425,-6261899.80532828
"7396",0.74,1440,-6265725.55219902
"7397",0.74,1455,-6269511.28721239
"7398",0.74,1470,-6273257.80859558
"7399",0.74,1485,-6276965.89095291
"7400",0.74,1500,-6280636.28619236
"7401",0.75,15,-4818389.07483625
"7402",0.75,30,-4993692.12160727
"7403",0.75,45,-5107233.48779298
"7404",0.75,60,-5192128.10223411
"7405",0.75,75,-5260212.53203061
"7406",0.75,90,-5317169.14301468
"7407",0.75,105,-5366192.44682794
"7408",0.75,120,-5409265.29563888
"7409",0.75,135,-5447705.68548459
"7410",0.75,150,-5482435.08281565
"7411",0.75,165,-5514123.35483688
"7412",0.75,180,-5543272.8749479
"7413",0.75,195,-5570270.1399131
"7414",0.75,210,-5595418.90688199
"7415",0.75,225,-5618962.2700991
"7416",0.75,240,-5641097.8338866
"7417",0.75,255,-5661988.42117776
"7418",0.75,270,-5681769.80640537
"7419",0.75,285,-5700556.41251644
"7420",0.75,300,-5718445.58285613
"7421",0.75,315,-5735520.83512007
"7422",0.75,330,-5751854.37504125
"7423",0.75,345,-5767509.06300449
"7424",0.75,360,-5782539.97044724
"7425",0.75,375,-5796995.62458711
"7426",0.75,390,-5810919.01348573
"7427",0.75,405,-5824348.40477628
"7428",0.75,420,-5837318.01804945
"7429",0.75,435,-5849858.58121923
"7430",0.75,450,-5861997.79411748
"7431",0.75,465,-5873760.71729966
"7432",0.75,480,-5885170.10011079
"7433",0.75,495,-5896246.65907304
"7434",0.75,510,-5907009.31537449
"7435",0.75,525,-5917475.39847714
"7436",0.75,540,-5927660.82150264
"7437",0.75,555,-5937580.23297249
"7438",0.75,570,-5947247.14863918
"7439",0.75,585,-5956674.06647303
"7440",0.75,600,-5965872.56733178
"7441",0.75,615,-5974853.40340778
"7442",0.75,630,-5983626.57619516
"7443",0.75,645,-5992201.40544223
"7444",0.75,660,-6000586.59031276
"7445",0.75,675,-6008790.26379558
"7446",0.75,690,-6016820.04124058
"7447",0.75,705,-6024683.06376904
"7448",0.75,720,-6032386.03719768
"7449",0.75,735,-6039935.26702226
"7450",0.75,750,-6047336.68993575
"7451",0.75,765,-6054595.90228083
"7452",0.75,780,-6061718.18579709
"7453",0.75,795,-6068708.53095967
"7454",0.75,810,-6075571.65818049
"7455",0.75,825,-6082312.03710397
"7456",0.75,840,-6088933.90419681
"7457",0.75,855,-6095441.27881395
"7458",0.75,870,-6101837.97789487
"7459",0.75,885,-6108127.62942991
"7460",0.75,900,-6114313.68481889
"7461",0.75,915,-6120399.43022812
"7462",0.75,930,-6126387.99704427
"7463",0.75,945,-6132282.37151032
"7464",0.75,960,-6138085.40361733
"7465",0.75,975,-6143799.8153222
"7466",0.75,990,-6149428.2081524
"7467",0.75,1005,-6154973.07025079
"7468",0.75,1020,-6160436.78290842
"7469",0.75,1035,-6165821.62663448
"7470",0.75,1050,-6171129.78679453
"7471",0.75,1065,-6176363.35886158
"7472",0.75,1080,-6181524.35330556
"7473",0.75,1095,-6186614.70015574
"7474",0.75,1110,-6191636.25325534
"7475",0.75,1125,-6196590.79424167
"7476",0.75,1140,-6201480.0362662
"7477",0.75,1155,-6206305.62747585
"7478",0.75,1170,-6211069.15427841
"7479",0.75,1185,-6215772.14439998
"7480",0.75,1200,-6220416.06975863
"7481",0.75,1215,-6225002.34916124
"7482",0.75,1230,-6229532.35083858
"7483",0.75,1245,-6234007.39483221
"7484",0.75,1260,-6238428.75523915
"7485",0.75,1275,-6242797.66232799
"7486",0.75,1290,-6247115.30453548
"7487",0.75,1305,-6251382.83034679
"7488",0.75,1320,-6255601.35007446
"7489",0.75,1335,-6259771.93753649
"7490",0.75,1350,-6263895.63164466
"7491",0.75,1365,-6267973.43790545
"7492",0.75,1380,-6272006.32984246
"7493",0.75,1395,-6275995.25034211
"7494",0.75,1410,-6279941.11293039
"7495",0.75,1425,-6283844.802982
"7496",0.75,1440,-6287707.17887018
"7497",0.75,1455,-6291529.07305481
"7498",0.75,1470,-6295311.29311933
"7499",0.75,1485,-6299054.62275401
"7500",0.75,1500,-6302759.82269181
"7501",0.76,15,-4823987.72061523
"7502",0.76,30,-5001504.06775705
"7503",0.76,45,-5116408.7057389
"7504",0.76,60,-5202297.22568487
"7505",0.76,75,-5271164.76933813
"7506",0.76,90,-5328767.50914218
"7507",0.76,105,-5378340.79239435
"7508",0.76,120,-5421892.52080368
"7509",0.76,135,-5460757.15907754
"7510",0.76,150,-5495867.56147629
"7511",0.76,165,-5527901.78173879
"7512",0.76,180,-5557368.26443459
"7513",0.76,195,-5584658.12569058
"7514",0.76,210,-5610078.71418232
"7515",0.76,225,-5633875.96881092
"7516",0.76,240,-5656249.783645
"7517",0.76,255,-5677364.85105129
"7518",0.76,270,-5697358.49109465
"7519",0.76,285,-5716346.41912075
"7520",0.76,300,-5734427.0701439
"7521",0.76,315,-5751684.89246837
"7522",0.76,330,-5768192.8917694
"7523",0.76,345,-5784014.62129046
"7524",0.76,360,-5799205.75675439
"7525",0.76,375,-5813815.35577761
"7526",0.76,390,-5827886.87469517
"7527",0.76,405,-5841458.99679921
"7528",0.76,420,-5854566.31247515
"7529",0.76,435,-5867239.88193537
"7530",0.76,450,-5879507.70408549
"7531",0.76,465,-5891395.10972009
"7532",0.76,480,-5902925.0932722
"7533",0.76,495,-5914118.5943077
"7534",0.76,510,-5924994.73764936
"7535",0.76,525,-5935571.03923563
"7536",0.76,540,-5945863.58343136
"7537",0.76,555,-5955887.17643081
"7538",0.76,570,-5965655.47952394
"7539",0.76,585,-5975181.12533313
"7540",0.76,600,-5984475.8195721
"7541",0.76,615,-5993550.43044495
"7542",0.76,630,-6002415.06745503
"7543",0.76,645,-6011079.15109468
"7544",0.76,660,-6019551.47466267
"7545",0.76,675,-6027840.25925353
"7546",0.76,690,-6035953.20281247
"7547",0.76,705,-6043897.52400669
"7548",0.76,720,-6051680.0015628
"7549",0.76,735,-6059307.00962378
"7550",0.76,750,-6066784.54959774
"7551",0.76,765,-6074118.2789159
"7552",0.76,780,-6081313.53704905
"7553",0.76,795,-6088375.36909518
"7554",0.76,810,-6095308.54720439
"7555",0.76,825,-6102117.59007726
"7556",0.76,840,-6108806.78074279
"7557",0.76,855,-6115380.18279198
"7558",0.76,870,-6121841.65523113
"7559",0.76,885,-6128194.86608968
"7560",0.76,900,-6134443.30490926
"7561",0.76,915,-6140590.29422088
"7562",0.76,930,-6146639.00011062
"7563",0.76,945,-6152592.44195577
"7564",0.76,960,-6158453.50141152
"7565",0.76,975,-6164224.93071648
"7566",0.76,990,-6169909.36037643
"7567",0.76,1005,-6175509.30628539
"7568",0.76,1020,-6181027.17632668
"7569",0.76,1035,-6186465.27650825
"7570",0.76,1050,-6191825.81665991
"7571",0.76,1065,-6197110.91574108
"7572",0.76,1080,-6202322.60678269
"7573",0.76,1095,-6207462.84149575
"7574",0.76,1110,-6212533.49457534
"7575",0.76,1125,-6217536.36771999
"7576",0.76,1140,-6222473.19339203
"7577",0.76,1155,-6227345.63833802
"7578",0.76,1170,-6232155.3068868
"7579",0.76,1185,-6236903.74404146
"7580",0.76,1200,-6241592.43838274
"7581",0.76,1215,-6246222.8247952
"7582",0.76,1230,-6250796.28702976
"7583",0.76,1245,-6255314.16011605
"7584",0.76,1260,-6259777.73263148
"7585",0.76,1275,-6264188.24883988
"7586",0.76,1290,-6268546.91070975
"7587",0.76,1305,-6272854.87981538
"7588",0.76,1320,-6277113.27913401
"7589",0.76,1335,-6281323.19474329
"7590",0.76,1350,-6285485.67742538
"7591",0.76,1365,-6289601.74418645
"7592",0.76,1380,-6293672.37969151
"7593",0.76,1395,-6297698.53762743
"7594",0.76,1410,-6301681.1419923
"7595",0.76,1425,-6305621.08831799
"7596",0.76,1440,-6309519.24483229
"7597",0.76,1455,-6313376.45355946
"7598",0.76,1470,-6317193.53136843
"7599",0.76,1485,-6320971.27096578
"7600",0.76,1500,-6324710.44184384
"7601",0.77,15,-4829599.42965487
"7602",0.77,30,-5009317.15823514
"7603",0.77,45,-5125575.48361639
"7604",0.77,60,-5212449.97116474
"7605",0.77,75,-5282093.77418142
"7606",0.77,90,-5340336.56812605
"7607",0.77,105,-5390454.35870904
"7608",0.77,120,-5434479.98227766
"7609",0.77,135,-5473764.29114408
"7610",0.77,150,-5509251.46660191
"7611",0.77,165,-5541627.70137696
"7612",0.77,180,-5571407.47288762
"7613",0.77,195,-5598986.48506904
"7614",0.77,210,-5624675.65172644
"7615",0.77,225,-5648723.73406951
"7616",0.77,240,-5671332.89681324
"7617",0.77,255,-5692669.68530886
"7618",0.77,270,-5712872.95099582
"7619",0.77,285,-5732059.68919242
"7620",0.77,300,-5750329.41570117
"7621",0.77,315,-5767767.49986335
"7622",0.77,330,-5784447.73884467
"7623",0.77,345,-5800434.37125642
"7624",0.77,360,-5815783.67044675
"7625",0.77,375,-5830545.21848762
"7626",0.77,390,-5844762.93467099
"7627",0.77,405,-5858475.91317629
"7628",0.77,420,-5871719.11089031
"7629",0.77,435,-5884523.91645205
"7630",0.77,450,-5896918.62433758
"7631",0.77,465,-5908928.83240698
"7632",0.77,480,-5920577.77729646
"7633",0.77,495,-5931886.61898948
"7634",0.77,510,-5942874.68354793
"7635",0.77,525,-5953559.67119537
"7636",0.77,540,-5963957.83553449
"7637",0.77,555,-5974084.13859021
"7638",0.77,570,-5983952.38549775
"7639",0.77,585,-5993575.34197256
"7640",0.77,600,-6002964.83714505
"7641",0.77,615,-6012131.85390401
"7642",0.77,630,-6021086.60853173
"7643",0.77,645,-6029838.62112529
"7644",0.77,660,-6038396.77806026
"7645",0.77,675,-6046769.38755518
"7646",0.77,690,-6054964.22923469
"7647",0.77,705,-6062988.5984593
"7648",0.77,720,-6070849.34607084
"7649",0.77,735,-6078552.91411519
"7650",0.77,750,-6086105.3680216
"7651",0.77,765,-6093512.42565843
"7652",0.77,780,-6100779.48361759
"7653",0.77,795,-6107911.64104717
"7654",0.77,810,-6114913.72129622
"7655",0.77,825,-6121790.29161727
"7656",0.77,840,-6128545.6811234
"7657",0.77,855,-6135183.9971938
"7658",0.77,870,-6141709.14047773
"7659",0.77,885,-6148124.81864399
"7660",0.77,900,-6154434.55899806
"7661",0.77,915,-6160641.72007925
"7662",0.77,930,-6166749.50233414
"7663",0.77,945,-6172760.95795375
"7664",0.77,960,-6178678.99995429
"7665",0.77,975,-6184506.41056687
"7666",0.77,990,-6190245.84900278
"7667",0.77,1005,-6195899.85864664
"7668",0.77,1020,-6201470.8737272
"7669",0.77,1035,-6206961.22551484
"7670",0.77,1050,-6212373.14808068
"7671",0.77,1065,-6217708.7836566
"7672",0.77,1080,-6222970.18762996
"7673",0.77,1095,-6228159.33320081
"7674",0.77,1110,-6233278.11572917
"7675",0.77,1125,-6238328.35679733
"7676",0.77,1140,-6243311.8080102
"7677",0.77,1155,-6248230.15455153
"7678",0.77,1170,-6253085.01851585
"7679",0.77,1185,-6257877.96203456
"7680",0.77,1200,-6262610.49020893
"7681",0.77,1215,-6267284.05386471
"7682",0.77,1230,-6271900.05214232
"7683",0.77,1245,-6276459.83493382
"7684",0.77,1260,-6280964.70517564
"7685",0.77,1275,-6285415.92101236
"7686",0.77,1290,-6289814.69783238
"7687",0.77,1305,-6294162.21019169
"7688",0.77,1320,-6298459.59362945
"7689",0.77,1335,-6302707.94638408
"7690",0.77,1350,-6306908.33101295
"7691",0.77,1365,-6311061.77592906
"7692",0.77,1380,-6315169.27685116
"7693",0.77,1395,-6319231.79818105
"7694",0.77,1410,-6323250.27430597
"7695",0.77,1425,-6327225.61083625
"7696",0.77,1440,-6331158.68577695
"7697",0.77,1455,-6335050.35064341
"7698",0.77,1470,-6338901.43151741
"7699",0.77,1485,-6342712.73005401
"7700",0.77,1500,-6346485.0244367
"7701",0.78,15,-4835223.66536152
"7702",0.78,30,-5017130.61559232
"7703",0.78,45,-5134732.90816734
"7704",0.78,60,-5222585.3263794
"7705",0.78,75,-5292998.45256303
"7706",0.78,90,-5351875.15477279
"7707",0.78,105,-5402531.91691726
"7708",0.78,120,-5447026.39348198
"7709",0.78,135,-5486725.74229908
"7710",0.78,150,-5522585.41017804
"7711",0.78,165,-5555299.68070868
"7712",0.78,180,-5585389.02536843
"7713",0.78,195,-5613253.70395153
"7714",0.78,210,-5639208.16866492
"7715",0.78,225,-5663503.98039288
"7716",0.78,240,-5686345.55515266
"7717",0.78,255,-5707901.27461918
"7718",0.78,270,-5728311.50716451
"7719",0.78,285,-5747694.51549581
"7720",0.78,300,-5766150.8851812
"7721",0.78,315,-5783766.89690744
"7722",0.78,330,-5800617.13077186
"7723",0.78,345,-5816766.50317033
"7724",0.78,360,-5832271.87833226
"7725",0.78,375,-5847183.35677078
"7726",0.78,390,-5861545.31535268
"7727",0.78,405,-5875397.25431738
"7728",0.78,420,-5888774.49270842
"7729",0.78,435,-5901708.74367353
"7730",0.78,450,-5914228.59371738
"7731",0.78,465,-5926359.90455309
"7732",0.78,480,-5938126.15210448
"7733",0.78,495,-5949548.71411709
"7734",0.78,510,-5960647.11547018
"7735",0.78,525,-5971439.23845742
"7736",0.78,540,-5981941.50389071
"7737",0.78,555,-5992169.02776575
"7738",0.78,570,-6002135.75735205
"7739",0.78,585,-6011854.58988301
"7740",0.78,600,-6021337.47645359
"7741",0.78,615,-6030595.51329411
"7742",0.78,630,-6039639.02222401
"7743",0.78,645,-6048477.62179447
"7744",0.78,660,-6057120.29039036
"7745",0.78,675,-6065575.42236058
"7746",0.78,690,-6073850.87808626
"7747",0.78,705,-6081954.0287612
"7748",0.78,720,-6089891.79653842
"7749",0.78,735,-6097670.69061713
"7750",0.78,750,-6105296.83974605
"7751",0.78,765,-6112776.02157325
"7752",0.78,780,-6120113.68919696
"7753",0.78,795,-6127314.99523688
"7754",0.78,810,-6134384.81369901
"7755",0.78,825,-6141327.75987563
"7756",0.78,840,-6148148.2084855
"7757",0.78,855,-6154850.31024153
"7758",0.78,870,-6161438.00700989
"7759",0.78,885,-6167915.04569499
"7760",0.78,900,-6174284.99098565
"7761",0.78,915,-6180551.23706896
"7762",0.78,930,-6186717.01841122
"7763",0.78,945,-6192785.41969466
"7764",0.78,960,-6198759.38498979
"7765",0.78,975,-6204641.72623051
"7766",0.78,990,-6210435.1310574
"7767",0.78,1005,-6216142.17008339
"7768",0.78,1020,-6221765.30363363
"7769",0.78,1035,-6227306.88800488
"7770",0.78,1050,-6232769.18128243
"7771",0.78,1065,-6238154.34875635
"7772",0.78,1080,-6243464.46796539
"7773",0.78,1095,-6248701.53340213
"7774",0.78,1110,-6253867.46090572
"7775",0.78,1125,-6258964.09176379
"7776",0.78,1140,-6263993.19655286
"7777",0.78,1155,-6268956.47873012
"7778",0.78,1170,-6273855.57800092
"7779",0.78,1185,-6278692.07347521
"7780",0.78,1200,-6283467.48663105
"7781",0.78,1215,-6288183.28409868
"7782",0.78,1230,-6292840.88027636
"7783",0.78,1245,-6297441.63979156
"7784",0.78,1260,-6301986.87982052
"7785",0.78,1275,-6306477.87226947
"7786",0.78,1290,-6310915.84583606
"7787",0.78,1305,-6315301.98795089
"7788",0.78,1320,-6319637.44661162
"7789",0.78,1335,-6323923.3321164
"7790",0.78,1350,-6328160.71870359
"7791",0.78,1365,-6332350.64609963
"7792",0.78,1380,-6336494.12098891
"7793",0.78,1395,-6340592.11840176
"7794",0.78,1410,-6344645.58303223
"7795",0.78,1425,-6348655.43048896
"7796",0.78,1440,-6352622.54847807
"7797",0.78,1455,-6356547.79793038
"7798",0.78,1470,-6360432.01407002
"7799",0.78,1485,-6364276.0074301
"7800",0.78,1500,-6368080.56481907
"7801",0.79,15,-4840859.89468664
"7802",0.79,30,-5024943.67172612
"7803",0.79,45,-5143880.08000619
"7804",0.79,60,-5232702.29636847
"7805",0.79,75,-5303877.73059589
"7806",0.79,90,-5363382.12634689
"7807",0.79,105,-5414572.26269611
"7808",0.79,120,-5459530.4942634
"7809",0.79,135,-5499640.20135226
"7810",0.79,150,-5535868.03406657
"7811",0.79,165,-5568916.31818533
"7812",0.79,180,-5599311.47999785
"7813",0.79,195,-5627458.30282799
"7814",0.79,210,-5653674.75022851
"7815",0.79,225,-5678215.15984564
"7816",0.79,240,-5701286.17941241
"7817",0.79,255,-5723058.01005596
"7818",0.79,270,-5743672.52245937
"7819",0.79,285,-5763249.23397437
"7820",0.79,300,-5781889.788777
"7821",0.79,315,-5799681.36908522
"7822",0.79,330,-5816699.32926433
"7823",0.79,345,-5833009.25581731
"7824",0.79,360,-5848668.59703061
"7825",0.79,375,-5863727.96577067
"7826",0.79,390,-5878232.1910348
"7827",0.79,405,-5892221.17423539
"7828",0.79,420,-5905730.59218032
"7829",0.79,435,-5918792.47856231
"7830",0.79,450,-5931435.7083315
"7831",0.79,465,-5943686.4038083
"7832",0.79,480,-5955568.27725438
"7833",0.79,495,-5967102.92149315
"7834",0.79,510,-5978310.05777169
"7835",0.79,525,-5989207.74821762
"7836",0.79,540,-5999812.57880208
"7837",0.79,555,-6010139.81761079
"7838",0.79,570,-6020203.55231972
"7839",0.79,585,-6030016.81008927
"7840",0.79,600,-6039591.66251017
"7841",0.79,615,-6048939.31780006
"7842",0.79,630,-6058070.20206152
"7843",0.79,645,-6066994.03113719
"7844",0.79,660,-6075719.87434289
"7845",0.79,675,-6084256.21115612
"7846",0.79,690,-6092610.98178295
"7847",0.79,705,-6100791.63238058
"7848",0.79,720,-6108805.15560409
"7849",0.79,735,-6116658.12704818
"7850",0.79,750,-6124356.73807388
"7851",0.79,765,-6131906.82544656
"7852",0.79,780,-6139313.89814901
"7853",0.79,795,-6146583.1616897
"7854",0.79,810,-6153719.54018437
"7855",0.79,825,-6160727.69645065
"7856",0.79,840,-6167612.05032779
"7857",0.79,855,-6174376.79540698
"7858",0.79,870,-6181025.91433985
"7859",0.79,885,-6187563.19286054
"7860",0.79,900,-6193992.23265766
"7861",0.79,915,-6200316.46320301
"7862",0.79,930,-6206539.15263886
"7863",0.79,945,-6212663.41781332
"7864",0.79,960,-6218692.23354329
"7865",0.79,975,-6224628.44117293
"7866",0.79,990,-6230474.75649361
"7867",0.79,1005,-6236233.7770842
"7868",0.79,1020,-6241907.98911464
"7869",0.79,1035,-6247499.77366898
"7870",0.79,1050,-6253011.41262027
"7871",0.79,1065,-6258445.09409955
"7872",0.79,1080,-6263802.91759159
"7873",0.79,1095,-6269086.89868441
"7874",0.79,1110,-6274298.97350779
"7875",0.79,1125,-6279441.00287583
"7876",0.79,1140,-6284514.7761649
"7877",0.79,1155,-6289522.01494193
"7878",0.79,1170,-6294464.37636557
"7879",0.79,1185,-6299343.45637416
"7880",0.79,1200,-6304160.79267978
"7881",0.79,1215,-6308917.86757835
"7882",0.79,1230,-6313616.11059343
"7883",0.79,1245,-6318256.90096225
"7884",0.79,1260,-6322841.56997729
"7885",0.79,1275,-6327371.40319164
"7886",0.79,1290,-6331847.6424984
"7887",0.79,1305,-6336271.48809477
"7888",0.79,1320,-6340644.10033348
"7889",0.79,1335,-6344966.60147294
"7890",0.79,1350,-6349240.07733508
"7891",0.79,1365,-6353465.57886879
"7892",0.79,1380,-6357644.12363329
"7893",0.79,1395,-6361776.69720208
"7894",0.79,1410,-6365864.25449397
"7895",0.79,1425,-6369907.72103417
"7896",0.79,1440,-6373907.99415389
"7897",0.79,1455,-6377865.94412499
"7898",0.79,1470,-6381782.41524143
"7899",0.79,1485,-6385658.22684472
"7900",0.79,1500,-6389494.17430145
"7901",0.8,15,-4846507.58813349
"7902",0.8,30,-5032755.5679178
"7903",0.8,45,-5153016.11364525
"7904",0.8,60,-5242799.9035069
"7905",0.8,75,-5314730.55448737
"7906",0.8,90,-5374856.3625491
"7907",0.8,105,-5426574.21623897
"7908",0.8,120,-5471991.05089803
"7909",0.8,135,-5512506.38534063
"7910",0.8,150,-5549098.01007752
"7911",0.8,165,-5582476.24386756
"7912",0.8,180,-5613173.42812413
"7913",0.8,195,-5641598.83699804
"7914",0.8,210,-5668073.91801116
"7915",0.8,225,-5692855.76238365
"7916",0.8,240,-5716153.22973709
"7917",0.8,255,-5738138.32357438
"7918",0.8,270,-5758954.40208619
"7919",0.8,285,-5778722.2243678
"7920",0.8,300,-5797544.4819068
"7921",0.8,315,-5815509.24851863
"7922",0.8,330,-5832692.64406809
"7923",0.8,345,-5849160.91739557
"7924",0.8,360,-5864972.09393708
"7925",0.8,375,-5880177.29275394
"7926",0.8,390,-5894821.78946423
"7927",0.8,405,-5908945.88171212
"7928",0.8,420,-5922585.59962543
"7929",0.8,435,-5935773.29343374
"7930",0.8,450,-5948538.1229104
"7931",0.8,465,-5960906.4676995
"7932",0.8,480,-5972902.27342015
"7933",0.8,495,-5984547.34526038
"7934",0.8,510,-5995861.59836103
"7935",0.8,525,-6006863.27242063
"7936",0.8,540,-6017569.11650049
"7937",0.8,555,-6027994.54887601
"7938",0.8,570,-6038153.79588421
"7939",0.8,585,-6048060.01300469
"7940",0.8,600,-6057725.39084432
"7941",0.8,615,-6067161.24823711
"7942",0.8,630,-6076378.11430262
"7943",0.8,645,-6085385.80100348
"7944",0.8,660,-6094193.46749724
"7945",0.8,675,-6102809.67737914
"7946",0.8,690,-6111242.44973871
"7947",0.8,705,-6119499.30482092
"7948",0.8,720,-6127587.30496531
"7949",0.8,735,-6135513.09139921
"7950",0.8,750,-6143282.91738106
"7951",0.8,765,-6150902.67812552
"7952",0.8,780,-6158377.93787357
"7953",0.8,795,-6165713.95443548
"7954",0.8,810,-6172915.70148496
"7955",0.8,825,-6179987.88884549
"7956",0.8,840,-6186934.98098842
"7957",0.8,855,-6193761.21392449
"7958",0.8,870,-6200470.6106561
"7959",0.8,885,-6207066.9953382
"7960",0.8,900,-6213554.00627264
"7961",0.8,915,-6219935.10785006
"7962",0.8,930,-6226213.60154324
"7963",0.8,945,-6232392.63603898
"7964",0.8,960,-6238475.21658981
"7965",0.8,975,-6244464.21365515
"7966",0.8,990,-6250362.3708994
"7967",0.8,1005,-6256172.31260007
"7968",0.8,1020,-6261896.55052045
"7969",0.8,1035,-6267537.49029239
"7970",0.8,1050,-6273097.43734768
"7971",0.8,1065,-6278578.6024407
"7972",0.8,1080,-6283983.10679439
"7973",0.8,1095,-6289312.98689489
"7974",0.8,1110,-6294570.19897392
"7975",0.8,1125,-6299756.6231912
"7976",0.8,1140,-6304874.06755097
"7977",0.8,1155,-6309924.27156529
"7978",0.8,1170,-6314908.90968847
"7979",0.8,1185,-6319829.59453674
"7980",0.8,1200,-6324687.87991067
"7981",0.8,1215,-6329485.26363407
"7982",0.8,1230,-6334223.19022341
"7983",0.8,1245,-6338903.05339796
"7984",0.8,1260,-6343526.19844461
"7985",0.8,1275,-6348093.92444515
"7986",0.8,1290,-6352607.48637711
"7987",0.8,1305,-6357068.09709478
"7988",0.8,1320,-6361476.9292016
"7989",0.8,1335,-6365835.11681749
"7990",0.8,1350,-6370143.75725053
"7991",0.8,1365,-6374403.91257921
"7992",0.8,1380,-6378616.61114845
"7993",0.8,1395,-6382782.84898871
"7994",0.8,1410,-6386903.59115993
"7995",0.8,1425,-6390979.773026
"7996",0.8,1440,-6395012.30146334
"7997",0.8,1455,-6399002.05601176
"7998",0.8,1470,-6402949.88996223
"7999",0.8,1485,-6406856.63139641
"8000",0.8,1500,-6410723.08417065
"8001",0.81,15,-4852166.21976505
"8002",0.81,30,-5040565.55487191
"8003",0.81,45,-5162140.13751564
"8004",0.81,60,-5252877.1875007
"8005",0.81,75,-5325555.89051922
"8006",0.81,90,-5386296.76549456
"8007",0.81,105,-5438536.62224556
"8008",0.81,120,-5484406.856101
"8009",0.81,135,-5525323.03957251
"8010",0.81,150,-5562274.04005109
"8011",0.81,165,-5595978.11955547
"8012",0.81,180,-5626973.49450695
"8013",0.81,195,-5655673.89681399
"8014",0.81,210,-5682404.23027615
"8015",0.81,225,-5707424.31622477
"8016",0.81,240,-5730945.20610792
"8017",0.81,255,-5753140.68852025
